1	1.653	8
2	4.9348	11
3	6.914	12
4	9.93	13
5	11.0124	14
6	12.0598	14
7	13.0482	14
8	13.0962	14
9	13.0418	14
10	13.023	14
11	13.0136	14
12	13.1298	14
13	13.0712	15
14	13.1162	15
15	13.7626	15
16	14.4156	16
17	14.4644	16
18	15.1266	16
19	15.393	16
20	15.379	16
21	15.3842	16
22	15.4014	16
23	15.3808	16
24	15.407	16
25	15.358	16
26	15.4066	16
27	15.4228	16
28	15.4074	16
29	15.391	16
30	15.4368	16
31	15.3966	16
32	15.4048	16
33	15.3768	16
34	15.4006	16
35	15.3696	16
36	15.4082	16
37	15.4276	16
38	15.3806	16
39	15.3972	16
40	15.3832	16
41	15.3888	16
42	15.3866	16
43	15.4374	16
44	15.32	16
45	15.3794	16
46	15.4094	16
47	15.4104	16
48	15.3868	16
49	15.4186	16
50	15.3866	16
51	15.3664	16
52	15.378	16
53	15.3942	16
54	15.3536	16
55	15.4166	16
56	15.3914	16
57	15.4026	16
58	15.39	16
59	15.437	16
60	15.4314	16
61	15.393	16
62	15.4222	16
63	15.3906	16
64	15.3844	16
65	15.4126	16
66	15.3924	16
67	15.4074	16
68	15.4068	16
69	15.3724	16
70	15.4218	16
71	15.3914	16
72	15.3752	16
73	15.4054	16
74	15.4118	16
75	15.423	16
76	15.366	16
77	15.4134	16
78	15.4464	16
79	15.3936	16
80	15.4466	16
81	15.4022	16
82	15.399	16
83	15.421	16
84	15.4288	16
85	15.384	16
86	15.4148	16
87	15.4178	16
88	15.3906	16
89	15.4018	16
90	15.427	16
91	15.3892	16
92	15.3854	16
93	15.3912	16
94	15.4024	16
95	15.424	16
96	15.4296	16
97	15.3716	16
98	15.4098	16
99	15.4288	16
100	15.4326	16
101	15.4492	16
102	15.3602	16
103	15.4096	16
104	15.429	16
105	15.3764	16
106	15.367	16
107	15.4564	16
108	15.397	16
109	15.3908	16
110	15.39	16
111	15.393	16
112	15.3588	16
113	15.3616	16
114	15.3946	16
115	15.3786	16
116	15.4038	16
117	15.4154	16
118	15.384	16
119	15.4354	16
120	15.3636	16
121	15.4138	16
122	15.3554	16
123	15.3872	16
124	15.3846	16
125	15.3546	16
126	15.435	16
127	15.3884	16
128	15.3656	16
129	15.4018	16
130	15.3958	16
131	15.3636	16
132	15.421	16
133	15.4042	16
134	15.3994	16
135	15.4058	16
136	15.3606	16
137	15.412	16
138	15.3902	16
139	15.4178	16
140	15.4122	16
141	15.4284	16
142	15.369	16
143	15.4072	16
144	15.406	16
145	15.4142	16
146	15.404	16
147	15.4262	16
148	15.394	16
149	15.3896	16
150	15.405	16
151	15.4338	16
152	15.4402	16
153	15.3968	16
154	15.3868	16
155	15.3836	16
156	15.3814	16
157	15.3856	16
158	15.3874	16
159	15.3642	16
160	15.392	16
161	15.3998	16
162	15.3768	16
163	15.4288	16
164	15.373	16
165	15.3864	16
166	15.4124	16
167	15.4154	16
168	15.4428	16
169	15.3812	16
170	15.3704	16
171	15.3866	16
172	15.377	16
173	15.4018	16
174	15.3992	16
175	15.386	16
176	15.4194	16
177	15.4078	16
178	15.3938	16
179	15.415	16
180	15.3908	16
181	15.407	16
182	15.3764	16
183	15.4406	16
184	15.4388	16
185	15.4072	16
186	15.4166	16
187	15.4324	16
188	15.4034	16
189	15.3598	16
190	15.4106	16
191	15.3654	16
192	15.4014	16
193	15.4248	16
194	15.3948	16
195	15.461	16
196	15.3922	16
197	15.3418	16
198	15.37	16
199	15.412	16
200	15.3964	16
201	15.411	16
202	15.3992	16
203	15.4024	16
204	15.3988	16
205	15.4096	16
206	15.4142	16
207	15.3942	16
208	15.3748	16
209	15.4092	16
210	15.4038	16
211	15.3924	16
212	15.4146	16
213	15.3962	16
214	15.3788	16
215	15.44	16
216	15.3946	16
217	15.3526	16
218	15.3806	16
219	15.3966	16
220	15.3858	16
221	15.4134	16
222	15.3898	16
223	15.3554	16
224	15.4126	16
225	15.4098	16
226	15.3844	16
227	15.3846	16
228	15.4106	16
229	15.3414	16
230	15.4266	16
231	15.4134	16
232	15.4036	16
233	15.4454	16
234	15.3714	16
235	15.405	16
236	15.3914	16
237	15.4134	16
238	15.356	16
239	15.4158	16
240	15.3634	16
241	15.3794	16
242	15.3806	16
243	15.4394	16
244	15.4148	16
245	15.4404	16
246	15.3592	16
247	15.3734	16
248	15.3932	16
249	15.3704	16
250	15.38	16
